-0.4	0.0
-0.4	0.0
-0.3	0.0
-0.35	0.0
-0.2714285714	0.0
-0.3	0.0
-0.1625	0.0
-0.25	0.0
0.0	0.0
-0.2555555556	0.0
0.1	0.0
-0.2	0.0
-0.0060163173	0.0
-0.2753197063	0.0
0.0638119713	0.0
-0.2931819767	0.0
0.0838641508	0.0
-0.3014128722	0.0
0.181552554	0.0
-0.3026778276	0.0
0.3415108987	0.0
-0.3517417487	0.0
0.4544931491	0.0
-0.3401080613	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
-0.1	0.0
-0.03	0.0
0.0	0.0
-0.1	0.0
-0.025	0.0
0.1	0.0
0.0	0.0
0.0	0.0
0.1	0.0
0.0	0.0
-0.01	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
0.0	0.0
-0.1	0.0
-0.0301412872	0.0
0.0	0.0
-0.1	0.0
-0.0302677828	0.0
0.1	0.0
0.0	0.0
-0.0341510899	0.0
0.1	0.0
0.0	0.0
-0.0454493149	0.0
